862	966
575	806
1242	8893
1151	8883
1235	1275
18	333
201	1609
712	1418
1576	4842
1609	6212
1232	9291
382	6153
1017	1142
214	1174
104	908
569	1109
1222	9063
898	1589
762	9054
780	1158
186	9071
1248	6688
484	881
396	682
368	1551
54	605
1320	9061
1167	1320
186	572
921	9272
1026	8865
999	1114
1242	9042
41	381
717	6404
673	8918
1167	1215
72	305
1100	6201
1095	1393
8883	9072
983	1223
865	1623
211	316
422	876
366	1189
997	4905
177	9401
1211	1215
603	1418
1268	1394
623	656
834	9039
104	8881
675	5812
215	420
401	9059
625	956
624	834
780	918
70	1222
1104	1296
443	672
390	986
1207	6228
618	9146
252	1182
1166	6636
108	1234
9118	9128
413	972
8873	8881
397	983
503	758
126	717
243	8889
503	813
991	1254
1151	9072
367	1124
238	1319
182	816
328	4272
502	1367
1207	8976
257	1100
715	1268
1036	6290
1201	9068
418	1054
1233	1238
1184	9065
204	887
4855	9053
482	6779
501	1142
337	1181
46	957
366	470
816	871
542	9282
959	8873
1224	4876
1021	6203
6480	9123
582	622
193	5521
1100	1319
623	9076
1029	8935
1259	4905
864	1320
252	1026
1167	9102
1151	5271
46	9043
767	9068
470	752
628	653
4905	8931
4938	9063
420	934
451	9407
741	1306
864	991
960	1119
737	6204
195	237
798	1163
401	648
1323	6789
273	6282
1223	1558
802	1021
284	1208
784	790
673	8912
1038	1577
310	391
1023	1235
898	1100
334	1553
408	952
912	1403
571	8881
54	1395
232	237
252	903
657	1145
31	6779
508	514
188	9118
834	1115
959	9220
796	1119
752	1276
1418	8816
208	6271
820	999
687	6335
196	338
619	4905
794	921
1167	9143
29	6605
4946	9072
1174	8864
715	754
6287	9054
880	1016
688	8795
479	535
569	8976
422	502
752	937
6772	9063
682	6695
196	758
343	794
390	500
864	8916
450	9271
409	6684
327	1247
611	972
706	1012
6153	8897
108	4572
620	1307
69	495
384	9242
408	1403
280	6717
312	796
1167	6218
374	700
136	6290
715	950
625	813
726	1560
78	605
1576	1618
69	4817
875	9068
1062	1072
540	6144
452	1150
1201	8882
384	652
182	321
705	9068
830	1274
420	1037
790	814
1158	9063
311	497
220	1320
741	4876
679	1075
1229	8895
209	4924
410	9268
888	1656
1009	9026
188	736
519	8935
1600	1609
56	8895
608	612
641	9036
1251	9564
714	834
177	1109
363	1238
472	765
1204	6688
1556	9080
682	4855
1120	1601
1201	6684
808	930
1211	6287
820	932
368	1274
503	938
554	3619
559	608
1167	1224
181	9118
1021	1591
1041	6282
177	876
675	1156
857	4861
661	1319
486	593
924	5812
300	573
215	1184
543	715
8933	9039
220	6218
904	9068
9272	9300
289	932
573	974
457	668
6273	6616
490	1045
559	9071
524	776
736	4868
201	1398
1247	9272
206	9242
176	9071
909	2703
997	9118
201	6704
454	1624
258	393
557	956
480	9033
653	842
1033	1656
472	9042
35	741
181	726
311	611
540	653
872	1072
1254	8912
1032	1059
648	1023
683	1026
1609	4938
268	690
231	333
46	1200
1254	1390
252	1264
541	564
499	9277
220	361
277	1178
252	9071
390	6715
623	989
1175	6271
1320	4825
1172	1604
541	9118
425	628
6273	8910
285	4842
540	6704
404	972
4841	9104
494	715
946	6441
6603	9036
1590	9102
379	980
1126	1264
633	1353
312	1214
1120	1169
46	9128
91	6589
455	4924
677	1049
6203	6719
1069	9280
215	871
1023	9407
15	8794
635	956
498	9539
398	9065
867	945
796	806
250	1015
72	515
401	692
399	798
528	1377
263	393
653	1068
370	484
177	862
675	4938
916	1418
181	611
273	425
328	452
408	865
752	9038
794	1203
477	1037
224	897
549	9063
295	1203
252	564
946	1600
1104	4272
945	9564
401	8873
707	5239
497	9042
401	8899
215	358
477	6700
484	8815
661	4905
864	1016
186	268
391	1104
503	8914
1129	6695
363	656
231	8883
4897	9063
4905	6695
541	1234
1132	1398
54	932
687	1208
366	6690
610	983
14	204
327	484
41	6781
784	955
6684	9065
193	344
1029	1392
661	697
502	9073
1142	1239
794	1197
1167	8864
363	414
684	887
307	6335
248	6707
559	1241
752	6698
191	295
794	6212
752	831
598	6707
237	1427
714	904
312	742
196	401
761	950
366	434
974	6209
618	9267
1016	1119
4868	9073
780	1247
1171	4884
557	761
916	4339
598	794
335	1354
91	126
83	6696
695	802
1201	4845
4845	9063
7	1124
794	8901
266	1241
29	9068
51	337
320	409
454	898
604	9054
366	761
1167	8901
6288	9042
1095	1118
794	903
1223	9273
450	9128
6207	6273
1278	1409
332	782
333	413
425	1100
300	784
722	11354
908	9048
752	1224
6706	9042
220	499
862	883
1178	9097
307	675
246	834
980	5521
622	673
313	358
732	908
794	6697
304	3880
648	4574
1120	9046
281	1210
215	686
1151	1182
924	6144
1600	8794
1253	9118
264	622
322	682
337	6287
440	542
14	1601
761	1403
404	653
295	366
220	9547
625	6414
820	1197
1001	1365
104	1018
188	1087
370	555
1612	9112
269	6413
863	1167
492	1390
404	1223
656	6144
8873	9073
404	677
976	1590
1211	8870
1232	1268
9053	9118
195	9220
331	780
356	715
4946	9117
268	537
503	802
831	1560
906	8912
909	9036
178	862
615	9063
1264	6772
697	1241
475	9272
806	999
1076	1609
334	486
318	1012
6717	9049
393	1319
266	1142
42	83
977	8794
749	1609
675	679
484	6204
889	1142
898	915
586	798
872	1100
1323	4855
224	1215
945	1175
65	72
465	687
662	8897
304	6271
6210	11110
512	8976
569	9075
611	9117
1206	1238
741	930
4868	9083
803	994
761	979
790	945
328	1208
83	623
1095	11354
382	748
674	1063
334	1367
8918	9042
387	1403
956	9119
196	6702
41	177
343	4908
321	1067
337	6772
358	648
682	713
472	477
502	1009
919	991
436	1232
325	806
186	972
1203	1235
328	700
6335	9564
758	1054
684	766
91	1353
477	1151
422	682
686	758
1111	1172
816	6704
976	9049
277	983
678	1356
379	831
1156	1242
450	1192
1211	8873
484	754
6290	9054
294	9280
204	215
2703	6626
872	6684
1238	8816
436	9214
705	6414
81	861
368	388
268	1621
682	2546
86	1175
980	1045
884	3615
1365	11124
196	530
346	519
318	421
343	9242
323	1173
187	474
608	6603
559	628
73	1656
42	835
263	682
543	6704
549	682
246	1251
1232	6605
484	486
214	452
6287	9118
872	909
996	1017
841	1223
285	767
250	9073
503	726
387	9271
196	5521
268	949
370	575
515	903
615	976
690	1232
412	1609
1320	1558
956	967
672	1264
881	1143
396	6589
862	1359
1278	2901
479	1111
765	4841
450	737
969	9054
820	925
391	4946
343	1392
54	1296
327	6201
1167	1591
366	593
1142	6201
651	1558
623	715
8820	9063
381	661
112	363
949	9054
9053	11095
252	1072
622	9407
91	1204
1193	1235
